   67939155.338932991      ,   2617242772423.9707      ,  -1183475984584.1636      ,   0.0000000000000000      ,   2872381439832.2808     
   136542322.01398510      ,   2773848978564.5010      ,  -743545916699.32129      ,   0.0000000000000000      ,   2871776224938.7676     
   205064574.37606832      ,   2856488692583.7974      ,  -284540313107.99304      ,   0.0000000000000000      ,   2870625513828.4209     
   273403662.26747268      ,   2863833763476.9839      ,   179816059468.51181      ,   0.0000000000000000      ,   2869473408148.8765     
   341990531.63680381      ,   2796463921774.6250      ,   640637838758.74646      ,   0.0000000000000000      ,   2868906988076.9214     
   410553081.10263848      ,   2656020550138.5879      ,   1084956855102.5311      ,   0.0000000000000000      ,   2869072418080.8789     
   478882720.27326459      ,   2446200860178.3677      ,   1500120641239.1670      ,   0.0000000000000000      ,   2869540135040.6646     
   547443663.77360904      ,   2170378075076.2908      ,   1877355805440.9016      ,   0.0000000000000000      ,   2869669982592.8628     
   616028991.67071545      ,   1836362433261.8611      ,   2204517123347.6758      ,   0.0000000000000000      ,   2869167602882.1558     
   684368077.51370895      ,   1455486965057.5569      ,   2471680962130.9370      ,   0.0000000000000000      ,   2868387889392.3975     
   752892261.26848793      ,   1036179160570.2965      ,   2674238107130.4595      ,   0.0000000000000000      ,   2867963860725.7354     
   821496996.54135954      ,   589251330874.62988      ,   2807080765735.1489      ,   0.0000000000000000      ,   2868260719721.5796     
   889874246.98664260      ,   127662416586.15762      ,   2866211008069.0547      ,   0.0000000000000000      ,   2869052672117.5483     
   958347886.79312384      ,  -338459574588.42102      ,   2849703633170.5117      ,   0.0000000000000000      ,   2869732684508.3999     
   1026956080.6458731      ,  -796712040128.05701      ,   2757045071287.7183      ,   0.0000000000000000      ,   2869851494415.1572     
   1095394651.0088344      ,  -1232191428341.5225      ,   2591551921246.0049      ,   0.0000000000000000      ,   2869570887187.1729     
   1163803135.6439009      ,  -1634128318202.6819      ,   2358728673022.9893      ,   0.0000000000000000      ,   2869490601708.3794     
   1232412447.4687049      ,  -1994394355757.1558      ,   2063931223396.7290      ,   0.0000000000000000      ,   2870090754869.5947     
   1300911727.1428847      ,  -2302524131350.0649      ,   1715462738006.2241      ,   0.0000000000000000      ,   2871311508864.4043     
   1369268270.4065375      ,  -2550162319471.8848      ,   1322287078579.3706      ,   0.0000000000000000      ,   2872589593699.7666     
   1437863194.6818125      ,  -2731291519832.2090      ,   892249830499.00952      ,   0.0000000000000000      ,   2873336584240.1494     
   1506405050.5065038      ,  -2839724582685.3286      ,   439046137232.52521      ,   0.0000000000000000      ,   2873464323099.5864     
   1574737586.0193384      ,  -2873376523633.0991      ,  -23396314841.619961      ,   0.0000000000000000      ,   2873471773676.2271     
   1643315419.2689295      ,  -2832495415586.7192      ,  -486300605677.67859      ,   0.0000000000000000      ,   2873937813941.3975     
   1711890528.6971812      ,  -2718057274932.9297      ,  -936938758792.88367      ,   0.0000000000000000      ,   2875011232594.4355     
   1780220250.3283775      ,  -2533101129291.1523      ,  -1362448705452.0137      ,   0.0000000000000000      ,   2876259342653.9233     
   1848763891.6928580      ,  -2280555412377.0229      ,  -1753972896911.2590      ,   0.0000000000000000      ,   2877039087677.0181     
   1917359026.0624332      ,  -1967246804009.8708      ,  -2099358730504.5869      ,   0.0000000000000000      ,   2877041373917.4629     
   1985713980.2087367      ,  -1603844618795.8933      ,  -2387989529926.3198      ,   0.0000000000000000      ,   2876597218290.7827     
   2054217766.1409664      ,  -1198727586428.1826      ,  -2614616271620.1875      ,   0.0000000000000000      ,   2876311192184.3550     
   2122825421.8403754      ,  -761884858741.16016      ,  -2773775395177.3599      ,   0.0000000000000000      ,   2876508035947.4673     
   2191227260.8869152      ,  -305792066038.44781      ,  -2860648044101.2383      ,   0.0000000000000000      ,   2876945605998.1914     
   2259670808.3862224      ,   159120951494.76157      ,  -2872633599228.4219      ,   0.0000000000000000      ,   2877037238657.2676     
   2328280318.8217964      ,   621272422281.68457      ,  -2808459081026.7168      ,   0.0000000000000000      ,   2876355651251.9766     
   2396750515.2207251      ,   1065610181299.2980      ,  -2670309999355.9688      ,   0.0000000000000000      ,   2875079225195.2285     
   2465132871.2621040      ,   1480540002157.4390      ,  -2463121959186.2905      ,   0.0000000000000000      ,   2873842111845.0576     
   2533736753.2853966      ,   1858041912753.8779      ,  -2191519105793.4031      ,   0.0000000000000000      ,   2873164760435.3647     
   2602256158.2759590      ,   2187163235644.2781      ,  -1862980187547.4617      ,   0.0000000000000000      ,   2873043368720.4102     
   2670596834.4389868      ,   2458727028014.1108      ,  -1486127828904.2598      ,   0.0000000000000000      ,   2872962673292.2915     
   2739185086.8721647      ,   2666351682186.4795      ,  -1068175437184.0156      ,   0.0000000000000000      ,   2872356185730.0938     
   2807745340.5241466      ,   2802924083720.8789      ,  -622217931796.85303      ,   0.0000000000000000      ,   2871156313012.5957     
   2876074822.3215485      ,   2865297480245.3657      ,  -162312638832.96640      ,   0.0000000000000000      ,   2869891120412.9961     
   2944637810.2047911      ,   2853155688197.2329      ,   302705599229.67523      ,   0.0000000000000000      ,   2869168531281.7061     
   3013221782.6728945      ,   2766620332631.5161      ,   760286279507.59717      ,   0.0000000000000000      ,   2869185126780.3594     
   3081559594.2856922      ,   2607879881385.6694      ,   1197208386028.4956      ,   0.0000000000000000      ,   2869554912405.9448     
   3150086618.1926513      ,   2379389278158.3018      ,   1604190973344.1077      ,   0.0000000000000000      ,   2869655382789.6128     
   3218690266.0243731      ,   2087005222846.2683      ,   1968914730472.9463      ,   0.0000000000000000      ,   2869183858880.5977     
